date,dynamic,type,bet,close,grade,risk,result
2025-11-25,CFB,total,o20.5 -135,o22.5 -110,5.0,4508.0,-2408.0
2025-11-25,CFB,total,u23.5 -110,u22.5 -110,15.0,4508.0,-2408.0
2025-11-25,CBB,total,u79.5 -118,u78.5 -110,7.0,6248.0,5316.87
2025-11-25,CBBextra,total,u78.5 -115,u74.5 -110,55.0,6001.5,5023.67
2025-11-25,CBB,total,o74.5 -120,o78 -110,42.5,1800.0,-1800.0
2025-11-25,CBB,total,o75.5 -115,o80 -110,62.5,2435.0,2106.8599999999997
2025-11-25,CBB,total,u81.5 -115,u80.5 -110,10.0,1500.0,-1500.0
2025-11-25,CBB,side,6.5 -115,5.5 -110,15.0,1500.0,-1500.0
2025-11-25,CBB,side,-4.5 -115,-5.5 -110,15.0,1500.0,-1500.0
2025-11-25,CBB,total,u80.5 -120,u79 -110,12.5,360.0,300.0
2025-11-25,CBB,total,u80.5 -110,u78 -110,37.5,6675.0,-6675.0
2025-11-25,CBBextra,total,u87.5 -121,u84.5 -110,34.0,313.12,258.78
2025-11-25,CBBExtra,total,u77.5 -115,u76.5 -110,10.0,6486.37,5603.82
2025-11-25,CBB,total,u79.5 -124,u77 -110,23.5,738.86,-738.86
2025-11-25,CBB,total,u85.5 -120,u82 -110,42.5,413.0,344.17
2025-11-25,CBB,total,o83.5 -120,o87.5 -110,50.0,4030.2,3488.09
2025-11-25,CBB,total,o82.5 -115,o83.5 -110,10.0,345.0,300.0
2025-11-25,CBB,total,u76.5 -120,u74 -110,27.5,360.0,300.0
2025-11-25,CBB,total,u78.5 -120,u76 -110,27.5,2400.0,-2400.0
2025-11-25,CBB,total,o86.5 -115,o89 -110,32.5,1300.0,1048.39
2025-11-25,CBBExtra,total,o78.5 -115,o85.5 -110,100.0,8998.37,7168.51
2025-11-25,CBB,total,o72.5 -115,o75.5 -110,40.0,1700.0,1436.52
2025-11-25,CBBExtra,total,o79.5 -115,o82.5 -110,40.0,1900.0,1570.13
2025-11-25,CBBExtra,total,u86.5 -120,u86 -110,-2.5,1765.0,1508.15
2025-11-25,CBB,total,u83.5 -115,u81.5 -110,25.0,3875.37,-3875.37
2025-11-26,CBB,side,-7.5 -120,-9 -110,-81.0,7979.0,-7979.0
2025-11-26,CBB,total,u87.5 -115,u85.5 -110,25.0,6642.37,-6642.37
2025-11-26,CBB,total,u74.5 -120,u73.5 -110,5.0,3783.73,-3783.73
2025-11-26,CBB,total,u81.5 -125,u78.5 -110,30.0,4550.0,-4550.0
2025-11-26,CBB,total,o80.5 -108,o82 -110,24.5,3970.04,3584.17
2025-11-26,CBB,total,u72.5 -115,u70.5 -115,30.0,2849.4,2470.82
2025-11-26,CBB,total,u85.5 -115,u83 -100,22.5,1000.0,869.57
2025-11-26,CBB,total,u85.5 -110,u85.5 -110,0.0,1250.0,1136.3600000000001
2025-11-26,CBB,total,u75.5 -114,u72.5 -110,41.0,2394.0,2100.0
2025-11-26,CBB,side,.5 -110,-1.5 -110,40.0,2394.0,2100.0
2025-11-26,CBB,total,o71.5 -115,o73.5 -110,25.0,3495.0,-3495.0
2025-11-26,CBB,total,u89.5 -115,u89 -110,2.5,2344.0,2069.57
2025-11-26,CBB,total,u71.5 -125,u69 -105,17.5,750.0,600.0
2025-11-26,CBB,total,u77.5 -120,u75.5 -110,20.0,3000.0,-3000.0
2025-11-26,CBB,side,1.5 -122,.5 -110,8.0,3000.0,-3000.0
2025-11-26,CBB,total,o75.5 -120,o78 -115,32.5,2207.0,1859.96
2025-11-26,CBBExtra,total,u74.5 -120,o73 -110,12.5,206.73,172.28
2025-11-26,CBB,total,u78.5 -115,u75 -105,42.5,1666.0,1459.12
2025-11-26,CBB,total,u80.5 -110,u78 -110,37.5,3900.0,3427.27
2025-11-26,CBB,total,o73.5 -120,o74.5 -110,5.0,4225.0,3589.26
